Stock,Date,Actual,Forecast
MSFT,2024-11-06,420.1799926757813,423.97113464622095
MSFT,2024-11-07,425.4299926757812,423.8524804800264
MSFT,2024-11-08,422.540008544922,424.1414586521909
MSFT,2024-11-11,418.01000976562517,424.5619736233627
MSFT,2024-11-12,423.0299987792969,424.64172041150084
MSFT,2024-11-13,425.20001220703125,425.1379505713401
MSFT,2024-11-14,426.89001464843767,425.58962705072577
MSFT,2024-11-15,414.99999999999983,426.1734210678359
MSFT,2024-11-18,415.76000976562517,426.3720271933014
MSFT,2024-11-19,417.7900085449217,425.8583090030884
MSFT,2024-11-20,415.4899902343751,425.61144120175726
MSFT,2024-11-21,412.8699951171876,425.14051827879564
MSFT,2024-11-22,417.0,424.5752726074423
MSFT,2024-11-25,418.79000854492205,423.6796315917149
MSFT,2024-11-26,427.98999023437494,422.5499767464475
MSFT,2024-11-27,422.9899902343751,422.31001156573376
MSFT,2024-11-29,423.4599914550782,421.97083640969436
MSFT,2024-12-02,430.9800109863282,422.87181065972726
MSFT,2024-12-03,431.20001220703136,423.8782457738533
MSFT,2024-12-04,437.4200134277343,425.0581134031731
MSFT,2024-12-05,442.6199951171874,426.4678549513227
MSFT,2024-12-06,443.5700073242186,427.8769824496611
MSFT,2024-12-09,446.01998901367205,428.3515659917816
MSFT,2024-12-10,443.3299865722655,429.2554219358274
MSFT,2024-12-11,448.9899902343751,430.58165442824117
MSFT,2024-12-12,449.5599975585938,431.5647468260258
MSFT,2024-12-13,447.26998901367193,432.7183162689145
MSFT,2024-12-16,451.5899963378908,432.05004067497117
MSFT,2024-12-17,454.45999145507824,432.72160891742885
MSFT,2024-12-18,437.3900146484376,434.89886398487016
MSFT,2024-12-19,437.02999877929676,436.8434463688226
MSFT,2024-12-20,436.60000610351557,438.5375021847348
MSFT,2024-12-23,435.2499999999999,439.6178223304688
MSFT,2024-12-24,439.32998657226574,440.5120949931739
MSFT,2024-12-26,438.1099853515625,441.13059201897073
MSFT,2024-12-27,430.5299987792969,441.2891946606636
MSFT,2024-12-30,424.8299865722655,441.90380696193154
MSFT,2024-12-31,421.49999999999994,442.50818270388885
MSFT,2025-01-02,418.5799865722656,442.0808239742156
MSFT,2025-01-03,423.3500061035156,442.0101100341644
MSFT,2025-01-06,427.85000610351545,441.52824081528473
MSFT,2025-01-07,422.36999511718756,440.7360985225579
MSFT,2025-01-08,424.55999755859386,439.45899131012163
MSFT,2025-01-10,418.95001220703114,438.2462160243962
MSFT,2025-01-13,417.1900024414064,437.48865825665956
MSFT,2025-01-14,415.6700134277345,435.57339655957446
MSFT,2025-01-15,426.3099975585937,433.8083074054123
MSFT,2025-01-16,424.5799865722658,432.3785246461224
MSFT,2025-01-17,429.02999877929693,431.7705473803414
MSFT,2025-01-21,428.50000000000006,429.8645387626154
MSFT,2025-01-22,446.20001220703125,430.1313188330273
MSFT,2025-01-23,446.70999145507795,430.8734190794861
MSFT,2025-01-24,444.05999755859364,431.576395499088
MSFT,2025-01-27,434.55999755859364,431.70540827174557
MSFT,2025-01-28,447.2000122070312,431.02006832007226
MSFT,2025-01-29,442.3299865722658,431.54024360981214
MSFT,2025-01-30,414.9899902343749,431.84470138733997
MSFT,2025-01-31,415.0599975585938,431.23883420096666
MSFT,2025-02-03,410.9200134277342,430.73008033925817
MSFT,2025-02-04,412.36999511718733,430.57272462208914
MSFT,2025-02-05,413.29000854492193,429.5236402322165
MSFT,2025-02-06,415.82000732421875,428.8958049548172
MSFT,2025-02-07,409.75,428.7331538788954
MSFT,2025-02-10,412.22000122070295,428.55150325619934
MSFT,2025-02-11,411.44000244140636,427.85675421322446
MSFT,2025-02-12,409.04000854492193,427.2222170697981
MSFT,2025-02-13,410.54000854492176,426.382095192359
MSFT,2025-02-14,408.4299926757814,425.14223170105083
MSFT,2025-02-18,409.6400146484375,424.2679093461793
MSFT,2025-02-19,414.76998901367176,423.2823571185442
MSFT,2025-02-20,416.13000488281256,422.4920349914296
MSFT,2025-02-21,408.20999145507807,420.9190007984584
MSFT,2025-02-24,404.00000000000017,419.088752620297
MSFT,2025-02-25,397.8999938964843,417.0992153292018
MSFT,2025-02-26,399.7300109863281,415.3201819812563
MSFT,2025-02-27,392.52999877929676,413.0953728100913
MSFT,2025-02-28,396.98999023437517,410.6200919432301
MSFT,2025-03-03,388.4899902343751,409.42802538104377
MSFT,2025-03-04,388.6099853515624,408.2008558860899
MSFT,2025-03-05,401.01998901367176,407.39065195521937
MSFT,2025-03-06,396.89001464843744,406.8048172642189
MSFT,2025-03-07,393.30999755859364,406.0479169338659
MSFT,2025-03-10,380.16000366210955,403.9814195015392
MSFT,2025-03-11,380.45001220703125,403.28042912455015
MSFT,2025-03-12,383.26998901367205,401.76198489093565
MSFT,2025-03-13,378.7699890136717,400.6755261273982
MSFT,2025-03-14,388.55999755859386,399.5068818066594
MSFT,2025-03-17,388.70001220703125,398.04892221139653
MSFT,2025-03-18,383.5199890136719,396.9531896084528
MSFT,2025-03-19,387.8200073242187,395.6667052856842
MSFT,2025-03-20,386.83999633789074,393.8327660113346
MSFT,2025-03-21,391.2600097656251,392.75025756343587
MSFT,2025-03-24,393.0799865722657,391.6343692369523
MSFT,2025-03-25,395.1600036621095,391.03734429890574
MSFT,2025-03-26,389.970001220703,390.83211869070647
MSFT,2025-03-27,390.57998657226557,390.4631567154062
MSFT,2025-03-28,378.7999877929688,390.3726043191464
MSFT,2025-03-31,375.3900146484374,389.85304951511097
MSFT,2025-04-01,382.19000244140636,389.0031073823325
MSFT,2025-04-02,382.1400146484376,388.73344641140363
MSFT,2025-04-03,373.1099853515624,387.6566231320043
MSFT,2025-04-04,359.8399963378905,388.2893639206994
MSFT,2025-04-07,357.85998535156256,387.5878070049145
MSFT,2025-04-08,354.5599975585937,386.576822471266
MSFT,2025-04-09,390.4899902343751,385.73111951872414
MSFT,2025-04-10,381.35000610351574,383.53937502986025
MSFT,2025-04-11,388.4500122070313,384.7002152529225
MSFT,2025-04-14,387.80999755859375,383.9631835692495
MSFT,2025-04-15,385.73001098632807,383.69902224017414
MSFT,2025-04-16,371.6099853515625,383.9294210174684
MSFT,2025-04-17,367.77999877929705,383.5210236476995
MSFT,2025-04-21,359.1199951171874,382.41248594356114
MSFT,2025-04-22,366.82000732421886,380.89613416185307
MSFT,2025-04-23,374.39001464843744,379.0671974972463
MSFT,2025-04-24,387.2999877929688,377.60306351983127
MSFT,2025-04-25,391.85000610351545,376.99290490612344
MSFT,2025-04-28,391.16000366210943,376.93875781802996
MSFT,2025-04-29,394.0400085449218,377.45437262119884
MSFT,2025-04-30,395.26000976562483,378.54927067148395
MSFT,2025-05-01,425.3999938964844,379.1688689964915
MSFT,2025-05-02,435.2799987792968,381.4952977870706
MSFT,2025-05-05,436.17001342773426,385.24827118924634
MSFT,2025-05-06,433.3099975585938,389.66184997930753
MSFT,2025-05-07,433.35000610351557,393.6287367758679
MSFT,2025-05-08,438.1700134277345,398.0210817552858
MSFT,2025-05-09,438.73001098632795,400.2364036440151
MSFT,2025-05-12,449.26000976562506,403.14535428064096
MSFT,2025-05-13,449.14001464843733,405.30235188448273
MSFT,2025-05-14,452.94000244140636,408.263660223651
MSFT,2025-05-15,453.13000488281244,411.927800317592
MSFT,2025-05-16,454.26998901367176,416.38668467994404
MSFT,2025-05-19,458.8699951171876,421.2408677408412
MSFT,2025-05-20,458.17001342773426,426.9519789188214
MSFT,2025-05-21,452.57000732421886,432.1769334630154
MSFT,2025-05-22,454.8599853515626,436.93007958674104
MSFT,2025-05-23,450.1799926757814,440.98068681811026
MSFT,2025-05-27,460.69000244140614,444.6189531234461
MSFT,2025-05-28,457.35998535156233,448.07502578104976
MSFT,2025-05-29,458.67999267578114,451.45836143033836
MSFT,2025-05-30,460.3599853515625,455.1353771466167
MSFT,2025-06-02,461.9700012207032,456.7755248134834
MSFT,2025-06-03,462.97000122070324,457.8088953574437
MSFT,2025-06-04,463.86999511718756,458.88755188711474
MSFT,2025-06-05,467.6799926757814,460.5463073407786
MSFT,2025-06-06,470.38000488281244,462.63477327573
MSFT,2025-06-09,472.75,464.6619894089209
MSFT,2025-06-10,470.92001342773443,466.71631370161873
MSFT,2025-06-11,472.6199951171877,467.8579319517223
MSFT,2025-06-12,478.8699951171874,469.08738131680366
MSFT,2025-06-13,474.95999145507824,470.6121578081512
MSFT,2025-06-16,479.1400146484375,472.1601387382148
MSFT,2025-06-17,478.0400085449218,472.99934916878215
MSFT,2025-06-18,480.23999023437506,474.1293260271228
MSFT,2025-06-20,477.3999938964845,475.06838304146606
MSFT,2025-06-23,485.99999999999994,475.6511703745543
MSFT,2025-06-24,490.10998535156267,477.10733660521703
MSFT,2025-06-25,492.26998901367176,479.16624562506064
MSFT,2025-06-26,497.45001220703114,480.7901777240532
MSFT,2025-06-27,495.9400024414064,482.79986416202684
MSFT,2025-06-30,497.41000366210955,484.9990545637448
MSFT,2025-07-01,492.04998779296886,486.35502663375723
MSFT,2025-07-02,491.08999633789045,488.0297354787842
MSFT,2025-07-03,498.8399963378908,489.30296083587683
MSFT,2025-07-07,497.72000122070324,490.9478270990121
MSFT,2025-07-08,496.6199951171876,492.6415619932039
MSFT,2025-07-09,503.5100097656249,493.9286052704314
MSFT,2025-07-10,501.4800109863283,495.4263932387013
MSFT,2025-07-11,503.32000732421875,496.780101494955
MSFT,2025-07-14,503.01998901367205,498.44425376681227
MSFT,2025-07-15,505.8200073242186,499.8210882711425
MSFT,2025-07-16,505.6199951171877,501.5065955337166
MSFT,2025-07-17,511.7000122070314,502.85691848186957
MSFT,2025-07-18,510.0499877929688,504.872831184705
MSFT,2025-07-21,510.0599975585936,506.28236960534474
MSFT,2025-07-22,505.26998901367205,507.6435429089826
MSFT,2025-07-23,505.86999511718756,508.6366410458878
MSFT,2025-07-24,510.8800048828126,509.5155540523963
MSFT,2025-07-25,513.7100219726564,510.3497770522159
MSFT,2025-07-28,512.5000000000001,511.1788934131283
MSFT,2025-07-29,512.5700073242186,511.7149299441004
MSFT,2025-07-30,513.2399902343748,512.4553224760897
MSFT,2025-07-31,533.5,513.6542677365436
MSFT,2025-08-01,524.1099853515624,516.4457131748677
